sgrnaID	gene	untreatedRep1	untreatedRep2	RigosertibRep1	RigosertibRep2
Drug_Targets+Kinase_Phosphatase=negZNHIT1_+_100862443.25-all	NA	588	588	518	450
Drug_Targets+Kinase_Phosphatase=negZNHIT1_-_100861027.23-all	NA	1125	1125	838	1046
Essential_CRISPRi=negAARS_+_70323333.23-all	NA	1094	1094	965	966
Essential_CRISPRi=negAARS_+_70323445.23-all	NA	594	594	472	447
Essential_CRISPRi=negABCB7_+_74374459.25-NM_001271699	NA	365	365	227	231
Essential_CRISPRi=negABCB7_+_74375790.25-NM_001271697	NA	669	669	431	382
Essential_CRISPRi=negADSL_+_40742775.25-NM_000026	NA	914	914	581	761
Essential_CRISPRi=negADSL_-_40740799.24-NM_000026	NA	1336	1336	1052	928
Essential_CRISPRi=negADSL_-_40743163.24-NM_001123378	NA	618	618	444	615
Essential_CRISPRi=negAKIRIN2_+_88410912.25-all	NA	1398	1398	1021	1077
Essential_CRISPRi=negAKIRIN2_-_88410697.25-all	NA	281	281	279	247
Essential_CRISPRi=negALG1_-_5121402.24-all	NA	663	663	488	505
Essential_CRISPRi=negANAPC5_+_121789494.25-NM_016237	NA	689	689	595	489
Essential_CRISPRi=negANAPC5_-_121793585.25-NM_001137559	NA	503	503	551	503
Essential_CRISPRi=negANLN_+_36428931.25-NM_018685	NA	551	551	410	427
Essential_CRISPRi=negANLN_+_36429004.25-NM_001284301	NA	1053	1053	892	854
Essential_CRISPRi=negANLN_+_36429493.24-NM_001284301	NA	954	954	640	792
Essential_CRISPRi=negANLN_-_36429367.24-NM_001284302,NM_018685	NA	1048	1048	831	787
Essential_CRISPRi=negAP2M1_+_183893274.25-NM_001025205	NA	715	715	562	470
Essential_CRISPRi=negAP2M1_+_183894084.25-NM_001025205	NA	968	968	695	663
Essential_CRISPRi=negAQR_+_35261926.25-all	NA	800	800	593	697
Essential_CRISPRi=negAQR_+_35262075.25-all	NA	533	533	328	370
Essential_CRISPRi=negARPC2_-_219081044.22-NM_005731	NA	667	667	431	518
Essential_CRISPRi=negARPC2_-_219082403.23-NM_152862	NA	733	733	487	554
Essential_CRISPRi=negASNA1_-_12849836.25-all	NA	510	510	307	319
Essential_CRISPRi=negATP2A2_+_110718386.25-NM_170665	NA	1290	1290	771	1075
Essential_CRISPRi=negATP2A2_-_110718200.25-NM_170665	NA	437	437	377	350
Essential_CRISPRi=negATP5A1_+_43683706.24-NM_001001937	NA	405	405	261	265
Essential_CRISPRi=negATP5A1_-_43684937.23-NM_001001937	NA	396	396	452	323
Essential_CRISPRi=negATP5C1_+_7829572.25-NM_001001973	NA	619	619	356	389
Essential_CRISPRi=negATP5C1_-_7829749.21-NM_005174	NA	592	592	438	404
Essential_CRISPRi=negATP5C1_-_7831060.24-NM_005174	NA	578	578	353	355
Essential_CRISPRi=negATP6V0C_+_2564676.25-NM_001198569	NA	1225	1225	778	902
Essential_CRISPRi=negATP6V0C_-_2563268.21-NM_001198569	NA	729	729	396	428
Essential_CRISPRi=negATP6V0C_-_2563784.23-NM_001694	NA	1329	1329	1013	1073
Essential_CRISPRi=negATP6V1F_-_128502834.22-NM_004231	NA	68	68	47	25
Essential_CRISPRi=negBANP_+_87985264.24-NM_079837	NA	1116	1116	822	861
Essential_CRISPRi=negBANP_+_87985650.24-NM_079837	NA	460	460	363	345
Essential_CRISPRi=negBANP_+_88002374.21-NM_001173543	NA	423	423	256	340
Essential_CRISPRi=negBANP_-_87984934.24-NM_001173541	NA	768	768	565	493
Essential_CRISPRi=negBANP_-_87991744.25-NM_001173542	NA	451	451	304	300
Essential_CRISPRi=negBANP_-_87993713.24-NM_001173542	NA	1251	1251	938	923
Essential_CRISPRi=negBCAS2_-_115124257.24-all	NA	586	586	439	477
Essential_CRISPRi=negBCL2_+_60984920.25-NM_000657	NA	612	612	480	421
Essential_CRISPRi=negBTF3_+_72794292.22-NM_001207	NA	720	720	557	468
Essential_CRISPRi=negBUD31_+_99007975.25-all	NA	300	300	207	295
Essential_CRISPRi=negC9orf114_+_131592083.25-all	NA	1424	1424	958	959
Essential_CRISPRi=negC9orf114_-_131591726.25-all	NA	773	773	539	459
Essential_CRISPRi=negCCT5_+_10250853.25-all	NA	1047	1047	692	764
Essential_CRISPRi=negCCT5_-_10250840.22-all	NA	998	998	856	946
Essential_CRISPRi=negCCT7_+_73460225.23-NM_006429	NA	1233	1233	769	893
Essential_CRISPRi=negCCT7_+_73460556.25-NM_001009570	NA	876	876	656	645
Essential_CRISPRi=negCCT7_-_73461567.25-NM_001166284	NA	621	621	558	488
Essential_CRISPRi=negCCT7_-_73461653.23-NR_029402	NA	807	807	555	624
Essential_CRISPRi=negCCT8_-_30445342.24-NM_006585	NA	943	943	634	637
Essential_CRISPRi=negCCT8_-_30447036.24-NM_001282908,NM_001282909	NA	558	558	474	357
Essential_CRISPRi=negCDC27_+_45266508.25-NM_001114091	NA	682	682	549	576
Essential_CRISPRi=negCDC40_-_110499975.23-all	NA	704	704	526	654
Essential_CRISPRi=negCDC40_-_110500297.25-all	NA	850	850	506	507
Essential_CRISPRi=negCDC45_+_19466576.24-NM_001178011	NA	298	298	300	362
Essential_CRISPRi=negCDC45_-_19467653.25-NM_001178010	NA	741	741	678	731
Essential_CRISPRi=negCDC5L_+_44355397.24-all	NA	543	543	359	408
Essential_CRISPRi=negCDC5L_+_44355904.22-all	NA	626	626	493	480
Essential_CRISPRi=negCDC73_+_193091078.25-all	NA	906	906	681	563
Essential_CRISPRi=negCDC73_-_193091515.23-all	NA	830	830	574	695
Essential_CRISPRi=negCEP85_-_26559773.25-NM_022778	NA	714	714	397	501
Essential_CRISPRi=negCEP85_-_26596133.24-NM_001281518	NA	951	951	876	737
Essential_CRISPRi=negCHCHD4_+_14166551.25-NM_001098502	NA	956	956	577	753
Essential_CRISPRi=negCHCHD4_+_14167353.23-NM_144636	NA	802	802	691	792
Essential_CRISPRi=negCHCHD4_-_14167090.25-NM_001098502	NA	499	499	391	406
Essential_CRISPRi=negCHCHD4_-_14167829.25-NM_001098502	NA	808	808	581	610
Essential_CRISPRi=negCHMP6_+_78965761.24-all	NA	864	864	551	573
Essential_CRISPRi=negCHMP6_-_78965499.25-all	NA	630	630	425	337
Essential_CRISPRi=negCIRH1A_+_69165502.25-all	NA	375	375	216	297
Essential_CRISPRi=negCIRH1A_+_69165732.25-all	NA	629	629	437	375
Essential_CRISPRi=negCIRH1A_-_69167473.25-all	NA	281	281	214	186
Essential_CRISPRi=negCKAP5_-_46868884.23-NM_014756	NA	313	313	220	285
Essential_CRISPRi=negCLSPN_-_36234926.25-NM_022111	NA	1029	1029	697	816
Essential_CRISPRi=negCLTC_-_57696988.24-all	NA	1250	1250	918	841
Essential_CRISPRi=negCNOT1_+_58663617.25-NM_016284	NA	707	707	500	557
Essential_CRISPRi=negCNOT1_+_58664232.25-NM_001265612	NA	728	728	488	576
Essential_CRISPRi=negCNOT1_+_58665270.25-NM_016284	NA	985	985	755	770
Essential_CRISPRi=negCOPS2_-_49448749.23-NM_004236	NA	714	714	361	504
Essential_CRISPRi=negCOPZ1_-_54717183.25-NM_016057	NA	503	503	485	352
Essential_CRISPRi=negCOPZ1_-_54718439.21-NM_016057	NA	313	313	234	197
Essential_CRISPRi=negCOPZ1_-_54718745.22-NM_001271735	NA	488	488	403	392
Essential_CRISPRi=negCOPZ1_-_54720201.25-NR_073424	NA	696	696	512	506
Essential_CRISPRi=negCPSF2_+_92589979.24-all	NA	527	527	290	427
Essential_CRISPRi=negCPSF2_-_92587186.25-all	NA	588	588	422	463
Essential_CRISPRi=negCPSF6_-_69634762.23-all	NA	108	108	168	100
Essential_CRISPRi=negCREBBP_+_3929720.24-NM_004380	NA	384	384	271	309
Essential_CRISPRi=negCREBBP_-_3930458.25-NM_001079846	NA	1415	1415	1026	1031
Essential_CRISPRi=negCREBBP_-_3931257.22-NM_001079846	NA	542	542	331	333
Essential_CRISPRi=negCRNKL1_+_20037972.25-NM_001278627	NA	473	473	378	382
Essential_CRISPRi=negCRNKL1_-_20034991.25-NM_001278625	NA	734	734	477	503
Essential_CRISPRi=negCSE1L_+_47662629.25-NM_001256135	NA	974	974	597	791
Essential_CRISPRi=negCSE1L_+_47663161.23-NM_001316,NR_045796	NA	1086	1086	757	880
Essential_CRISPRi=negCSE1L_-_47662089.25-NM_001316	NA	448	448	388	403
Essential_CRISPRi=negCSE1L_-_47662458.22-NR_045796	NA	469	469	294	317
Essential_CRISPRi=negCSE1L_-_47663178.24-NM_001256135	NA	374	374	242	281
Essential_CRISPRi=negCSE1L_-_47663550.23-NM_001256135	NA	450	450	374	477
Essential_CRISPRi=negCSNK1A1_+_148932269.23-NM_001892	NA	525	525	389	386
Essential_CRISPRi=negCSNK1A1_-_148931485.24-NM_001271741	NA	872	872	727	602
Essential_CRISPRi=negCSTF1_+_54966844.21-NM_001324	NA	501	501	362	408
Essential_CRISPRi=negCSTF3_+_33183823.25-NM_001033505	NA	1040	1040	740	777
Essential_CRISPRi=negCSTF3_-_33181646.23-NM_001326	NA	397	397	310	264
Essential_CRISPRi=negCSTF3_-_33183088.25-NM_001326	NA	660	660	544	477
Essential_CRISPRi=negCUL1_+_148395575.25-all	NA	770	770	623	660
Essential_CRISPRi=negCUL1_-_148394227.24-all	NA	497	497	304	317
Essential_CRISPRi=negDAP3_+_155657453.25-NM_001199851	NA	1067	1067	693	906
Essential_CRISPRi=negDAP3_+_155658798.24-NM_001199850	NA	917	917	665	729
Essential_CRISPRi=negDAP3_-_155657874.25-NM_033657	NA	387	387	332	336
Essential_CRISPRi=negDAP3_-_155660127.25-NM_001199851	NA	549	549	314	376
Essential_CRISPRi=negDCTN4_+_150136949.23-NM_001135643	NA	728	728	619	623
Essential_CRISPRi=negDCTN4_+_150138144.23-NM_001135644	NA	484	484	311	283
Essential_CRISPRi=negDCTN4_+_150140427.23-NM_001135643	NA	340	340	223	304
Essential_CRISPRi=negDCTN4_-_150138560.24-NM_016221	NA	867	867	616	594
Essential_CRISPRi=negDDX21_-_70716534.25-NM_001256910	NA	1140	1140	594	822
Essential_CRISPRi=negDDX46_-_134094744.24-all	NA	1054	1054	837	786
Essential_CRISPRi=negDDX47_+_12964729.22-NM_016355	NA	612	612	309	442
Essential_CRISPRi=negDDX47_+_12966245.23-NM_016355	NA	772	772	557	557
Essential_CRISPRi=negDDX47_-_12966890.25-NM_201224	NA	382	382	226	268
Essential_CRISPRi=negDDX52_+_36002730.25-all	NA	586	586	286	398
Essential_CRISPRi=negDDX52_+_36003634.25-all	NA	489	489	422	386
Essential_CRISPRi=negDDX54_+_113623174.23-NM_001111322	NA	757	757	454	513
Essential_CRISPRi=negDHX15_-_24585611.25-all	NA	1134	1134	648	834
Essential_CRISPRi=negDIDO1_+_61556793.23-NM_001193369	NA	799	799	518	679
Essential_CRISPRi=negDIDO1_+_61567960.24-NM_080797	NA	1475	1475	1015	1075
Essential_CRISPRi=negDIDO1_+_61568003.22-NM_022105	NA	472	472	319	357
Essential_CRISPRi=negDIDO1_-_61567549.25-NM_033081	NA	821	821	605	618
Essential_CRISPRi=negDKC1_-_153990056.25-NM_001363	NA	1159	1159	835	875
Essential_CRISPRi=negDKC1_-_153990799.25-NM_001363	NA	494	494	353	408
Essential_CRISPRi=negDYNC1H1_+_102431512.24-all	NA	709	709	524	574
Essential_CRISPRi=negDYNC1I2_-_172543700.24-NM_001271787	NA	229	229	206	240
Essential_CRISPRi=negDYNC1I2_-_172543963.23-NM_001271786	NA	623	623	324	453
Essential_CRISPRi=negDYRK1A_+_38739303.23-NM_101395	NA	1003	1003	719	698
Essential_CRISPRi=negDYRK1A_-_38740198.25-NM_101395	NA	950	950	678	632
Essential_CRISPRi=negDYRK1A_-_38791658.23-NM_130436	NA	740	740	477	452
Essential_CRISPRi=negEBNA1BP2_+_43637483.22-NM_006824	NA	640	640	540	542
Essential_CRISPRi=negEEF1G_+_62340552.23-all	NA	609	609	405	387
Essential_CRISPRi=negEEF1G_+_62340943.24-all	NA	752	752	476	584
Essential_CRISPRi=negEEF1G_+_62343091.23-all	NA	470	470	383	367
Essential_CRISPRi=negEFTUD2_+_42975532.23-NM_001142605	NA	558	558	429	382
Essential_CRISPRi=negEFTUD2_+_42975853.22-NM_001258354	NA	626	626	550	494
Essential_CRISPRi=negEFTUD2_+_42977465.23-NM_001258353	NA	620	620	384	537
Essential_CRISPRi=negEFTUD2_-_42977073.25-NM_001258353,NM_001258354	NA	576	576	418	308
Essential_CRISPRi=negEIF1AX_-_20159800.25-all	NA	694	694	564	494
Essential_CRISPRi=negEIF2B3_-_45452444.25-NM_001166588	NA	977	977	653	746
Essential_CRISPRi=negEIF2B3_-_45452658.23-NM_020365	NA	1006	1006	748	669
Essential_CRISPRi=negEIF2B4_+_27591776.25-NM_172195	NA	757	757	495	516
Essential_CRISPRi=negEIF2B4_+_27594101.24-NM_172195	NA	581	581	427	420
Essential_CRISPRi=negEIF2B4_-_27593659.25-NM_015636	NA	980	980	658	858
Essential_CRISPRi=negEIF2S2_-_32701287.25-all	NA	769	769	641	635
Essential_CRISPRi=negEIF3D_+_36926475.25-all	NA	538	538	453	422
Essential_CRISPRi=negEIF3D_-_36926887.24-all	NA	641	641	460	480
Essential_CRISPRi=negEIF3E_-_109261054.24-all	NA	768	768	653	518
Essential_CRISPRi=negEIF4A1_-_7476321.24-NM_001204510	NA	372	372	297	329
Essential_CRISPRi=negEIF4A3_+_78122050.24-all	NA	648	648	392	453
Essential_CRISPRi=negEIF4B_-_53401734.25-all	NA	425	425	382	398
Essential_CRISPRi=negEIF4G2_+_10829603.25-NM_001418	NA	1169	1169	851	891
Essential_CRISPRi=negEIF4G2_+_10830426.24-NM_001042559	NA	847	847	672	730
Essential_CRISPRi=negEIF5A_+_7209832.23-NM_001143760,NM_001970	NA	993	993	608	770
Essential_CRISPRi=negEIF5A_-_7210739.22-NM_001143762	NA	379	379	299	313
Essential_CRISPRi=negEIF5A_-_7210842.25-NM_001143761	NA	330	330	265	356
Essential_CRISPRi=negEIF5B_+_99952511.22-all	NA	629	629	418	544
Essential_CRISPRi=negEIF5B_+_99952526.25-all	NA	991	991	675	710
Essential_CRISPRi=negELP6_+_47555686.23-all	NA	743	743	495	524
Essential_CRISPRi=negERH_+_69864582.23-all	NA	778	778	571	695
Essential_CRISPRi=negERH_-_69866619.25-all	NA	1009	1009	616	699
Essential_CRISPRi=negESF1_+_13765208.22-all	NA	730	730	637	486
Essential_CRISPRi=negESF1_+_13765804.24-NM_001276380	NA	658	658	565	559
Essential_CRISPRi=negESF1_-_13765749.24-NM_001276380	NA	585	585	360	359
Essential_CRISPRi=negETF1_+_137879020.24-NM_004730	NA	764	764	705	677
Essential_CRISPRi=negETF1_+_137880404.25-NM_001256302	NA	583	583	486	431
Essential_CRISPRi=negEXOSC2_+_133569415.23-NM_001282709	NA	499	499	380	429
Essential_CRISPRi=negEXOSC2_+_133570350.25-NM_001282708	NA	1056	1056	714	716
Essential_CRISPRi=negEXOSC2_-_133567966.25-NM_014285	NA	762	762	590	568
Essential_CRISPRi=negEXOSC2_-_133570684.23-NM_014285	NA	466	466	309	322
Essential_CRISPRi=negEXOSC3_+_37784680.25-NM_016042	NA	1094	1094	808	810
Essential_CRISPRi=negEXOSC3_-_37784816.24-NM_001002269	NA	979	979	660	779
Essential_CRISPRi=negEZH2_+_148580828.25-NM_004456	NA	519	519	324	400
Essential_CRISPRi=negEZH2_+_148580845.25-NM_001203248	NA	799	799	535	659
Essential_CRISPRi=negEZH2_+_148582142.24-NM_152998	NA	798	798	587	551
Essential_CRISPRi=negEZH2_-_148581346.22-NM_001203247	NA	1180	1180	843	862
Essential_CRISPRi=negEZH2_-_148581444.24-NM_001203249	NA	571	571	450	380
Essential_CRISPRi=negEZH2_-_148581597.25-NM_152998	NA	535	535	340	452
Essential_CRISPRi=negEZH2_-_148581604.23-NM_001203249	NA	795	795	803	715
Essential_CRISPRi=negEZH2_-_148581971.25-NM_001203247,NM_004456	NA	284	284	196	206
Essential_CRISPRi=negFBXO5_-_153304110.22-NM_001142522	NA	754	754	506	515
Essential_CRISPRi=negGABPA_+_27107244.23-NM_001197297	NA	453	453	357	383
Essential_CRISPRi=negGABPB1_-_50646870.24-NM_016655	NA	549	549	365	407
Essential_CRISPRi=negGABPB1_-_50649165.25-NM_016654	NA	538	538	406	473
Essential_CRISPRi=negGART_+_34915561.23-NM_175085	NA	566	566	543	319
Essential_CRISPRi=negGART_-_34914535.23-NM_001136006	NA	212	212	87	203
Essential_CRISPRi=negGART_-_34916119.25-NM_175085	NA	462	462	333	343
Essential_CRISPRi=negGEMIN4_+_655177.24-all	NA	597	597	385	427
Essential_CRISPRi=negGEMIN4_+_656255.24-all	NA	983	983	862	807
Essential_CRISPRi=negGNB2L1_+_180669387.25-all	NA	375	375	235	234
Essential_CRISPRi=negGNL3_+_52718135.25-NM_014366	NA	403	403	417	345
Essential_CRISPRi=negGNL3_+_52719905.25-NM_014366	NA	737	737	580	697
Essential_CRISPRi=negGON4L_+_155826757.25-NM_001282858	NA	936	936	539	681
Essential_CRISPRi=negGON4L_+_155826856.25-NM_032292	NA	442	442	267	352
Essential_CRISPRi=negGON4L_+_155830299.24-NM_001282856	NA	1048	1048	754	710
Essential_CRISPRi=negGRWD1_-_48950370.21-all	NA	556	556	395	306
Essential_CRISPRi=negGSPT1_+_12009013.25-NM_001130006	NA	572	572	437	478
Essential_CRISPRi=negGSPT1_+_12009734.22-NM_001130006	NA	633	633	418	444
Essential_CRISPRi=negGSPT1_-_12008705.25-NM_001130006	NA	634	634	483	480
Essential_CRISPRi=negGSPT1_-_12009638.25-NM_002094	NA	1309	1309	882	1064
Essential_CRISPRi=negGSPT1_-_12010750.25-NM_001130006	NA	656	656	581	611
Essential_CRISPRi=negGTF2H1_+_18343732.24-all	NA	976	976	711	560
Essential_CRISPRi=negGTF2H1_+_18344652.24-NM_005316	NA	685	685	490	442
Essential_CRISPRi=negGTF2H1_-_18343662.24-NM_005316	NA	822	822	647	781
Essential_CRISPRi=negGTF3C6_-_111278527.23-all	NA	826	826	538	555
Essential_CRISPRi=negHARS_+_140070801.23-NM_002109	NA	626	626	423	495
Essential_CRISPRi=negHARS_+_140070962.23-NM_001258040	NA	473	473	353	293
Essential_CRISPRi=negHARS_+_140072803.25-NM_001258042	NA	1109	1109	872	884
Essential_CRISPRi=negHARS_+_140072951.22-NM_002109	NA	531	531	327	429
Essential_CRISPRi=negHARS_-_140070389.24-NM_001258040	NA	295	295	299	255
Essential_CRISPRi=negHARS_-_140071853.25-NM_001258042	NA	698	698	508	529
Essential_CRISPRi=negHARS_-_140072427.24-NM_001258042	NA	764	764	570	622
Essential_CRISPRi=negHARS_-_140072684.24-NM_001258041,NM_002109	NA	872	872	727	557
Essential_CRISPRi=negHNRNPC_+_21737407.25-NM_001077443,NM_001077442	NA	758	758	479	603
Essential_CRISPRi=negHNRNPC_+_21737428.24-NM_001077443	NA	816	816	592	577
Essential_CRISPRi=negHNRNPC_+_21738539.24-NM_001077443	NA	660	660	498	547
Essential_CRISPRi=negHNRNPC_+_21738777.24-NM_001077442	NA	637	637	461	521
Essential_CRISPRi=negHNRNPC_-_21737910.25-NM_001077442	NA	899	899	669	585
Essential_CRISPRi=negHNRNPL_+_39341354.23-NM_001005335	NA	604	604	370	422
Essential_CRISPRi=negHNRNPL_+_39341558.23-NM_001005335	NA	813	813	453	626
Essential_CRISPRi=negHNRNPL_+_39342008.24-NM_001005335	NA	971	971	704	780
Essential_CRISPRi=negHNRNPM_+_8510888.22-NM_031203	NA	305	305	245	283
Essential_CRISPRi=negHSD17B10_+_53461191.23-NM_001037811	NA	357	357	237	269
Essential_CRISPRi=negHSD17B10_-_53460956.21-NM_004493	NA	868	868	464	590
Essential_CRISPRi=negHSD17B10_-_53461484.24-NM_004493	NA	916	916	727	703
Essential_CRISPRi=negHSP90AB1_+_44214231.25-NM_001271969	NA	731	731	553	597
Essential_CRISPRi=negHSP90AB1_+_44215237.23-NM_001271971	NA	511	511	467	356
Essential_CRISPRi=negHSP90AB1_-_44213977.24-NM_001271972	NA	884	884	786	791
Essential_CRISPRi=negHSP90AB1_-_44214453.25-NM_001271970	NA	1113	1113	777	750
Essential_CRISPRi=negHSP90AB1_-_44214768.23-NM_001271972	NA	647	647	412	434
Essential_CRISPRi=negHSP90AB1_-_44215236.25-NM_001271970	NA	817	817	531	599
Essential_CRISPRi=negHSP90AB1_-_44215603.22-NM_001271969	NA	1368	1368	872	944
Essential_CRISPRi=negHSPA8_-_122932166.25-NM_006597	NA	713	713	564	544
Essential_CRISPRi=negHSPA9_+_137911148.23-all	NA	748	748	457	577
Essential_CRISPRi=negHSPA9_+_137912979.23-all	NA	922	922	669	633
Essential_CRISPRi=negHSPD1_+_198363891.22-NM_199440	NA	404	404	345	347
Essential_CRISPRi=negHSPD1_+_198365392.25-NM_002156	NA	1030	1030	796	961
Essential_CRISPRi=negHSPD1_-_198364069.24-NM_002156	NA	630	630	600	482
Essential_CRISPRi=negHSPD1_-_198364514.25-NM_199440	NA	819	819	597	573
Essential_CRISPRi=negHSPE1_+_198363837.24-all	NA	449	449	289	390
Essential_CRISPRi=negHSPE1_+_198364612.24-all	NA	274	274	180	227
Essential_CRISPRi=negHUWE1_+_53713286.24-all	NA	813	813	495	604
Essential_CRISPRi=negIARS_+_95056062.25-NM_002161	NA	606	606	595	633
Essential_CRISPRi=negIARS_+_95056287.24-NM_013417	NA	801	801	684	727
Essential_CRISPRi=negIL4I1_-_50431145.25-NM_001258017	NA	533	533	349	450
Essential_CRISPRi=negIL4I1_-_50431326.23-NM_001258017	NA	1028	1028	604	644
Essential_CRISPRi=negIL4I1_-_50431562.22-NR_047577	NA	742	742	447	539
Essential_CRISPRi=negIL4I1_-_50432084.25-NM_172374	NA	394	394	288	314
Essential_CRISPRi=negIL4I1_-_50433921.23-NM_001258017	NA	483	483	415	456
Essential_CRISPRi=negILF2_+_153644234.25-NM_004515	NA	187	187	95	119
Essential_CRISPRi=negILF3_+_10763306.23-NM_001137673	NA	315	315	250	236
Essential_CRISPRi=negILF3_+_10766597.24-NM_017620	NA	940	940	789	736
Essential_CRISPRi=negILF3_-_10764337.24-NM_001137673	NA	701	701	344	521
Essential_CRISPRi=negILF3_-_10765150.22-NM_001137673,NM_017620	NA	780	780	558	600
Essential_CRISPRi=negILF3_-_10765255.24-NM_001137673	NA	925	925	600	707
Essential_CRISPRi=negIMMT_-_86422681.23-NM_001100170	NA	600	600	416	328
Essential_CRISPRi=negIMMT_-_86422949.25-NM_006839	NA	529	529	302	443
Essential_CRISPRi=negIMMT_-_86424579.24-NM_001100170	NA	329	329	237	335
Essential_CRISPRi=negINCENP_-_61891646.24-NM_020238	NA	679	679	589	437
Essential_CRISPRi=negINO80C_-_33078072.22-NM_001098817	NA	434	434	251	310
Essential_CRISPRi=negINO80C_-_33078484.25-NM_194281	NA	1262	1262	711	712
Essential_CRISPRi=negINO80_-_41408217.25-NR_104038	NA	791	791	622	542
Essential_CRISPRi=negINTS4_-_77706007.23-all	NA	535	535	442	394
Essential_CRISPRi=negINTS4_-_77707504.23-all	NA	902	902	577	619
Essential_CRISPRi=negIPO11_+_61715972.24-NM_001134779	NA	811	811	706	616
Essential_CRISPRi=negIPO11_-_61708764.24-NM_016338	NA	969	969	786	665
Essential_CRISPRi=negISCU_+_108954611.24-NM_213595	NA	754	754	541	502
Essential_CRISPRi=negISCU_+_108954811.24-NM_213595	NA	638	638	319	469
Essential_CRISPRi=negISCU_+_108957395.22-NM_014301	NA	553	553	479	548
Essential_CRISPRi=negKARS_+_75682848.25-NM_001130089	NA	669	669	493	468
Essential_CRISPRi=negKARS_+_75682853.24-NM_001130089	NA	573	573	385	377
Essential_CRISPRi=negKARS_+_75683148.25-NM_001130089	NA	464	464	211	350
Essential_CRISPRi=negKARS_-_75681749.23-NM_005548	NA	529	529	468	379
Essential_CRISPRi=negKIF4A_+_69509831.25-all	NA	1121	1121	736	815
Essential_CRISPRi=negKIF4A_-_69510723.24-all	NA	863	863	580	676
Essential_CRISPRi=negKPNB1_+_45728218.23-NM_001276453	NA	519	519	450	470
Essential_CRISPRi=negKPNB1_-_45727423.25-NM_002265	NA	435	435	260	306
Essential_CRISPRi=negKPNB1_-_45728185.24-NM_001276453	NA	1310	1310	798	886
Essential_CRISPRi=negLARS_+_145561988.21-all	NA	652	652	526	520
Essential_CRISPRi=negLAS1L_+_64754650.24-NM_031206	NA	1387	1387	868	829
Essential_CRISPRi=negLAS1L_-_64754165.24-NM_001170650	NA	685	685	545	539
Essential_CRISPRi=negLENG1_+_54665184.25-all	NA	679	679	428	494
Essential_CRISPRi=negLETM1_+_1858928.24-all	NA	531	531	411	358
Essential_CRISPRi=negLIAS_+_39460110.25-NM_001278590	NA	1241	1241	1053	917
Essential_CRISPRi=negLIAS_-_39461485.25-NM_006859	NA	1077	1077	850	925
Essential_CRISPRi=negLIN54_+_83931080.25-NM_001115008	NA	392	392	318	325
Essential_CRISPRi=negLIN54_+_83933065.24-NM_194282	NA	501	501	332	379
Essential_CRISPRi=negLIN54_-_83934340.25-NM_001115007	NA	1137	1137	814	994
Essential_CRISPRi=negLUC7L2_+_139045489.25-NM_001270643	NA	769	769	631	718
Essential_CRISPRi=negLYRM4_+_5261103.22-NM_020408	NA	657	657	476	504
Essential_CRISPRi=negLYRM4_+_5261459.25-NR_104418	NA	1378	1378	987	939
Essential_CRISPRi=negLYRM4_-_5260216.25-NR_104417	NA	489	489	323	280
Essential_CRISPRi=negLYRM4_-_5260683.25-NR_104417	NA	846	846	553	622
Essential_CRISPRi=negLYRM4_-_5261376.21-NR_104418	NA	884	884	615	471
Essential_CRISPRi=negLYRM4_-_5261631.24-NR_104418	NA	923	923	813	800
Essential_CRISPRi=negMATR3_+_138608204.25-NM_001194954	NA	858	858	649	641
Essential_CRISPRi=negMATR3_+_138609493.25-NM_001194954	NA	1202	1202	806	663
Essential_CRISPRi=negMATR3_+_138628670.24-NM_001194956	NA	685	685	522	410
Essential_CRISPRi=negMATR3_+_138629972.22-NM_018834	NA	765	765	681	605
Essential_CRISPRi=negMATR3_-_138610491.25-NM_001194954	NA	552	552	422	506
Essential_CRISPRi=negMATR3_-_138627864.25-NM_001194955	NA	596	596	467	488
Essential_CRISPRi=negMBTPS2_+_21858051.25-all	NA	946	946	630	743
Essential_CRISPRi=negMBTPS2_-_21857805.23-all	NA	1276	1276	957	891
Essential_CRISPRi=negMCM6_-_136633700.24-all	NA	985	985	571	594
Essential_CRISPRi=negMCM6_-_136633988.24-all	NA	1101	1101	807	744
Essential_CRISPRi=negMCM7_+_99698116.25-NM_182776	NA	953	953	630	670
Essential_CRISPRi=negMDN1_+_90529010.25-all	NA	741	741	536	472
Essential_CRISPRi=negMED26_+_16739669.23-all	NA	734	734	557	499
Essential_CRISPRi=negMETTL16_+_2416165.22-all	NA	276	276	203	194
Essential_CRISPRi=negMETTL16_+_2416166.23-all	NA	249	249	260	229
Essential_CRISPRi=negMFAP1_-_44116562.25-all	NA	650	650	629	530
Essential_CRISPRi=negMIS12_+_5389510.25-NM_001258218	NA	198	198	293	324
Essential_CRISPRi=negMIS12_+_5389545.25-NM_001258220	NA	847	847	544	624
Essential_CRISPRi=negMIS12_+_5389617.24-NM_001258219	NA	1200	1200	865	971
Essential_CRISPRi=negMIS12_+_5389831.24-NM_001258220	NA	150	150	104	153
Essential_CRISPRi=negMIS12_+_5390141.24-NM_001258218	NA	1152	1152	926	936
Essential_CRISPRi=negMIS12_-_5389141.25-NM_001258219	NA	1308	1308	872	1106
Essential_CRISPRi=negMIS12_-_5389358.25-NM_001258217	NA	1033	1033	851	852
